week_start,yhat,yhat_lower,yhat_upper,model_name,horizon_type,run_id
2025-07-14,188.34876517945742,95.79631472702481,284.4598234561159,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-07-21,203.85705134611123,106.51797243673688,297.4696835904984,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-07-28,213.66630934282333,123.40197144219606,311.1180100433795,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-08-04,212.85202016843175,119.78828751094285,302.7566047531508,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-08-11,202.43534896389292,110.43819153809392,293.44083790561456,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-08-18,188.03831244172295,95.15351663854325,283.99789270045466,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-08-25,175.48113076523444,84.48861767623912,272.2304917439799,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-01,167.44319320387777,75.16153644555119,257.4567737329605,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-08,163.25787342776144,65.75895004846662,254.2129617393495,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-15,160.67284143746764,71.07452022170273,259.4913261639912,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-22,157.4389573891601,66.05106546791261,247.38213150786817,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-29,152.03928182125193,62.548353487648235,243.73874364863954,prophet,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-07-14,25.58970030317977,-10.52861257222666,61.7080131785862,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-07-21,25.58970030317977,-18.547699246551243,69.72709985291078,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-07-28,25.58970030317977,-25.318919331018133,76.49831993737767,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-08-04,25.58970030317977,-31.289690227189713,82.46909083354926,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-08-11,25.58970030317977,-36.690654393571364,87.8700549999309,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-08-18,25.58970030317977,-41.659240916738156,92.83864152309769,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-08-25,25.58970030317977,-46.28517436973233,97.46457497609187,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-01,25.58970030317977,-50.63086859586261,101.81026920222214,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-08,25.58970030317977,-54.741816782833936,105.92121738919347,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-15,25.58970030317977,-58.65239221230418,109.83179281866371,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-22,25.58970030317977,-62.38931802184021,113.56871862819975,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
2025-09-29,25.58970030317977,-65.9738578380428,117.15325844440234,arima,future,ecfa42d8-fc87-405e-98d0-cd031dc6794c
